Sno.,Proposal No.,MOEFCC File No.,Project Name,Company,Proposal Status,View,S.No,Proposal Details,Location,Important Dates,Category,Company/Proponent,Forest Clearance Required ?,* Attached Files
"
                            38
                        ","
IA/AP/IND/184133/2012
","

J-11011/126/2011-IA-II (I)
","

Expansion Of Cement Plant with increase of Clinker production From 1.485 to 3.65 MTPA and Cement From 1.65 to 5.5 MTPA with New 50 MW Coal Based CPP  by The India Cements Limited
","

India Cements Ltd.,
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/IND/184133/2012
File No : J-11011/126/2011-IA-II (I)
Proposal Name : Expansion Of Cement Plant with increase of Clinker production From 1.485 to 3.65 MTPA and Cement From 1.65 to 5.5 MTPA with New 50 MW Coal Based CPP by The India Cements Limited","State : Andhra Pradesh
District :
Village :","Date of Receipt of Proposal : 12/03/2012
Date of TOR Granted : 27 Apr 2012",Industrial Projects-1,"India Cements Ltd.,",,https://environmentclearance.nic.in/writereaddata/Form-1A/TOR/201120204CIQ5XH9ANNEXURE-1AToR.pdf
"
                            39
                        ","
IA/AP/IND/18824/2013
","

J-11011/170/2013-IA-II (I)
","

Cement Plant
","

M/s Seetharam Cements Limited
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/IND/18824/2013
File No : J-11011/170/2013-IA-II (I)
Proposal Name : Cement Plant","State : Andhra Pradesh
District : Mahbubnagar
Village : Angadi Raichur / Indanur","Date of Receipt of Proposal : 25/03/2013
Date of TOR Granted : 13 Nov 2013",Industrial Projects-1,M/s Seetharam Cements Limited,,"https://environmentclearance.nic.in/writereaddata/form-1/2013_6_25_Jun_2013_1436531701SCLFR.pdf
https://environmentclearance.nic.in/writereaddata/Form-1A/TOR/120620131170-13.pdf"
"
                            40
                        ","
IA/AP/IND/18891/2013
","

J-11011/133/2013-IA-II (I)
","

establish an integrated fertilizer
and chemical
","

VBC Fertilizers & Chemicals Limited
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/IND/18891/2013
File No : J-11011/133/2013-IA-II (I)
Proposal Name : establish an integrated fertilizer and chemical","State : Andhra Pradesh
District : Krishna
Village : Jayanthipuram.","Date of Receipt of Proposal : 15/05/2013
Date of TOR Granted : 22 Nov 2013",Industrial Projects-1,VBC Fertilizers & Chemicals Limited,,"https://environmentclearance.nic.in/writereaddata/form-1/2013_6_27_Jun_2013_1658550901VBCFERTILISERSREPORT.pdf
https://environmentclearance.nic.in/writereaddata/Form-1A/TOR/12115123512151133.pdf"
"
                            41
                        ","
IA/AP/IND/19024/2013
","

J-11011/183/2013-IA-II (I) 
","

THE PROPOSED PLANTS FOR
MEDIUM DENSITY FIBRE (MDF) BOARD AND PARTICLE BOARD
ALONG WITH
CAPTIVE 35 MW CO-GENERATION POWER PLANT,
CAPTIVE RESIN AND FORMALDEHYDE PLANT
","

GREENPLY INDUSTRIES LIMITED
","
DList
","






",1,"Proposal No : IA/AP/IND/19024/2013
File No : J-11011/183/2013-IA-II (I)
Proposal Name : THE PROPOSED PLANTS FOR MEDIUM DENSITY FIBRE (MDF) BOARD AND PARTICLE BOARD ALONG WITH CAPTIVE 35 MW CO-GENERATION POWER PLANT, CAPTIVE RESIN AND FORMALDEHYDE PLANT","State : Andhra Pradesh
District : Chittoor
Village : THE PROPOSED PLANTS FOR MEDIUM DENSITY FIBRE (MDF)","Date of Receipt for Proposal : 05 Jun 2013
Date of Delisted : 30 Oct 2013",Industrial Projects-1,GREENPLY INDUSTRIES LIMITED,https://environmentclearance.nic.in/Default.aspx,
"
                            42
                        ","
IA/AP/IND/190369/2020
","

J-11011/502/2009-IA-II (I)
","

M/s Amoda Iron and Steel Limited
","

Amoda Iron and Steel Limited
","
EC GRANTED
","






",1,"Proposal No : IA/AP/IND/190369/2020
File No : J-11011/502/2009-IA-II (I)
Proposal Name : M/s Amoda Iron and Steel Limited","State : Andhra Pradesh
District :
Village :","Date of apply for TOR : N/A
Date of TOR Granted :
Date of Receipt for EC :
Date of EC Granted : 02 Nov 2010",Industrial Projects-1,Amoda Iron and Steel Limited,,https://environmentclearance.nic.in/writereaddata/Form-1A/EC/12112912531214WT7OZAmodaIronandSteelEC.pdf
"
                            43
                        ","
IA/AP/IND/190369/2020
","

J-11011/502/2009-IA-II (I)
","

M/s Amoda Iron and Steel Limited
","

Amoda Iron and Steel Limited
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/IND/190369/2020
File No : J-11011/502/2009-IA-II (I)
Proposal Name : M/s Amoda Iron and Steel Limited","State : Andhra Pradesh
District :
Village :","Date of Receipt of Proposal : N/A
Date of TOR Granted :",Industrial Projects-1,Amoda Iron and Steel Limited,,
"
                            44
                        ","
IA/AP/IND/20214/2013
","

J-11011/172/2012-IA-II (I)
","

Increase of Clinker Production
","

My Home Industries Limited
","
EC GRANTED
","






",1,"Proposal No : IA/AP/IND/20214/2013
File No : J-11011/172/2012-IA-II (I)
Proposal Name : Increase of Clinker Production","State : Andhra Pradesh
District : Nalgonda
Village : Mellacheruvu","Date of apply for TOR : 23/09/2013
Date of TOR Granted :
Date of Receipt for EC : 23 Sep 2013
Date of EC Granted : 15 Dec 2014",Industrial Projects-1,My Home Industries Limited,,"https://environmentclearance.nic.in/writereaddata/Form-1A/EC/010620151ECofMyHomeIndustriesLtd_172of2012_.pdf
https://environmentclearance.nic.in/writereaddata/Public%20Hearing/Folder7/121110124812111ECCERTIFIEDCOMPLIANCE.pdf
https://environmentclearance.nic.in/writereaddata/Public%20Hearing/Folder7/6115121512161MHIL-Mellacheruvu.pdf
https://environmentclearance.nic.in/writereaddata/EIA/101117122812171172-12.pdf
https://environmentclearance.nic.in/writereaddata/Monitoring/VA3W2W8Q_MY%20Home-Cement.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/06_Jun_2016_1329555177BHUY4DLCementplantIIexpansion.PDF
https://environmentclearance.nic.in/writereaddata/Compliance/26_Sep_2016_163036887Q42QCW9E172.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/26_Sep_2016_1632042770QD72UZS172.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/22_Dec_2016_1056001902XOBDKDB172.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/15_Jun_2017_131226783F4LFCVICECCompli_CementPlantU2Exp_Oct16-Mar17_MHIPL.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/20_Dec_2017_111959043IUBGJNH3ECDt15.12.2014HYCompliance_ExpansionofUnitII_Apr-Sep17.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/22_Dec_2017_122911243NTJBGEA6ECDt15.12.2014HYCompliance_ExpansionofUnitII_Apr-Sep17.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/24_Dec_2018_124526530MCHGEUVLJ-110111722012-IAII(I)dated15thDecember2014.pdf"
"
                            45
                        ","
IA/AP/IND/204530/2008
","

SEIAA/AP/NLR-16/2008
","

Amman-Try Sponge & Power (P) Limited
","

AMMAN-TRY SPONGE & POWER (P) LIMITED
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/IND/204530/2008
File No : SEIAA/AP/NLR-16/2008
Proposal Name : Amman-Try Sponge & Power (P) Limited","State : Andhra Pradesh
District :
Village :","Date of Receipt of Proposal : 06/10/2008
Date of TOR Granted : 10 Dec 2008",Industrial Projects-1,AMMAN-TRY SPONGE & POWER (P) LIMITED,,https://environmentclearance.nic.in/writereaddata/Form-1A/TOR/190320210QSAUYNJTORLETTEROLD.pdf
"
                            46
                        ","
IA/AP/IND/20478/2013
","

J-11011/341/2013-IA-II (I)
","

APIs (Synthetic Organic Chemicals).   
","

M/s MYLAN LABORATORIES LIMITED, UNIT - 7
","
DList
","






",1,"Proposal No : IA/AP/IND/20478/2013
File No : J-11011/341/2013-IA-II (I)
Proposal Name : APIs (Synthetic Organic Chemicals). ","State : Andhra Pradesh
District : Medak
Village : PASHAMAILARAM","Date of Receipt for Proposal : 14 Nov 2013
Date of Delisted : 11 Jul 2014",Industrial Projects-1,"M/s MYLAN LABORATORIES LIMITED, UNIT - 7",https://environmentclearance.nic.in/Default.aspx,
"
                            47
                        ","
IA/AP/IND/206535/2021
","

J-11011/656/2008-IA.II(I)
","

 Proposed Sponge Iron Plant with  Captive Power Plant
","

J R METAL CHENNAI LIMITED
","
EC GRANTED
","






",1,"Proposal No : IA/AP/IND/206535/2021
File No : J-11011/656/2008-IA.II(I)
Proposal Name : Proposed Sponge Iron Plant with Captive Power Plant","State : Andhra Pradesh
District :
Village :",Date of EC Granted : 27 Aug 2010,Industrial Projects-1,J R METAL CHENNAI LIMITED,,https://environmentclearance.nic.in/writereaddata/Form-1A/EC/3112712231214R7D6PEnvironmentalClearance.pdf
"
                            48
                        ","
IA/AP/IND/20701/2013
","

J-11011/348/2013-IA-II (I)
","

Proposed production capacity – 1668 TPA

","

M/s. S. S. Organics Limited
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/IND/20701/2013
File No : J-11011/348/2013-IA-II (I)
Proposal Name : Proposed production capacity – 1668 TPA","State : Andhra Pradesh
District : Hyderabad
Village : Aroor","Date of Receipt of Proposal : 04/11/2013
Date of TOR Granted : 23 Apr 2014",Industrial Projects-1,M/s. S. S. Organics Limited,,"https://environmentclearance.nic.in/writereaddata/form-1/2013_12_19_Dec_2013_1114108801SSORGANICSLIMITEDForm-I.pdf
https://environmentclearance.nic.in/writereaddata/Form-1A/TOR/060320141348-2013.pdf"
"
                            49
                        ","
IA/AP/IND/20731/2013
","

J-11011/371/2013-IA-II (I)
","

New Ammonia and Urea Fertilizer Project at Ramagundam.
","

M/s Engineers India Limited
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/IND/20731/2013
File No : J-11011/371/2013-IA-II (I)
Proposal Name : New Ammonia and Urea Fertilizer Project at Ramagundam.","State : Andhra Pradesh
District : Karimnagar
Village : Ramagundam","Date of Receipt of Proposal : 21/11/2013
Date of TOR Granted : 23 Apr 2014",Industrial Projects-1,M/s Engineers India Limited,,"https://environmentclearance.nic.in/writereaddata/form-1/2013_12_23_Dec_2013_1158047601123.pdf
https://environmentclearance.nic.in/writereaddata/Form-1A/TOR/060220141TORofNewAmmonia-UreaFertComplexofConsortiumofEIL-FCI_371of2013_.pdf"
"
                            50
                        ","
IA/AP/IND/210343/2010
","

SEIAA/AP/CTR-18/2010
","

PRAKASH FERROUS INDUSTRIES PRIVATE LIMITED
","

PRAKASH FERROUS INDUSTRIES  PRIVATE LIMITED
","
EC GRANTED
","






",1,"Proposal No : IA/AP/IND/210343/2010
File No : SEIAA/AP/CTR-18/2010
Proposal Name : PRAKASH FERROUS INDUSTRIES PRIVATE LIMITED","State : Andhra Pradesh
District : Chittoor
Village :","Date of apply for TOR : 20/05/2010
Date of TOR Granted : 18 Jun 2011
Date of Receipt for EC : 24 Sep 2011
Date of EC Granted : 30 Dec 2011",Industrial Projects-1,PRAKASH FERROUS INDUSTRIES PRIVATE LIMITED,,"https://environmentclearance.nic.in/writereaddata/Form-1A/TOR/25_Apr_2021_154815400BTKH6L0Qtorlet.pdf
https://environmentclearance.nic.in/writereaddata/Form-1A/EC/25_Apr_2021_154815403BTKH6L0QEC.pdf"
